beta,Filtered Fc std (N) mean,Filtered Fc std (N) std,ATR (%) mean,ATR (%) std,Integral u2 mean,Integral u2 std
0.05,36.41135510824675,0.09035863943382427,85.57333585834675,1.2236647209109504,3392.6106492243935,92.06672064225278
0.1,36.659170273491505,0.10705076717749273,80.18274784584793,1.2296197182048398,3070.324587380609,154.8693412562801
0.15,36.69646519199467,0.20715991772248543,74.28368525707792,2.338312092253037,2473.624441539849,179.2148320467529
0.2,36.73723324261063,0.29134445732933345,72.50165704005303,1.7342096194315946,2071.8850384489624,178.89345806180685
0.3,36.67268876810414,0.31563456565748665,69.60136350724363,2.4098595939790073,1809.9708579839341,218.46307201622187
0.5,37.029037631675884,0.24172233405261312,66.86866773979736,2.293483389087905,1975.3399475804938,126.555583011751
1.0,37.73271347814348,0.5996969112349613,61.48470788751065,2.6727754513320066,3705.41130799116,265.14657088479197
