Speed (km/h),Passive sigma_F (N) mean,Passive sigma_F (N) std,Phase12 sigma_F (N) mean,Phase12 sigma_F (N) std,Improvement (%) mean,Improvement (%) std,ATR (%) mean,ATR (%) std
250.0,30.655794553385988,0.581328778420003,30.184025775615048,0.6827566135355357,1.5410860995302684,0.9774280645971276,41.820405586680344,1.3935655496158894
300.0,36.725790368788346,0.28876211081208847,36.63888688680675,0.3969359567185431,0.23498182537035528,0.959756180951372,55.65192690086165,2.4362830432030713
350.0,38.484422133531865,0.28436463430191095,37.851526463120585,0.26810018209903314,1.6418446986504622,0.7409926660670465,61.310352447243396,2.0569333531114373
