Force RMSE (N),Force MAE (N),Force bias (N),Filtered Fc std (N),ATR (%),Integral u2,Position-state RMSE (um),Velocity-state RMSE (m/s),Modal displacement RMSE,Modal velocity RMSE,State events,Check triggers,Max state norm,Max V,Minimum inter-event time (ms),Maximum OFF interval (ms),Finite trajectory,beta,Seed
0.9315267380545548,0.7456868326821293,0.00263480894030771,37.389172929867634,71.57466149038918,1840.700408425132,16.4857334440083,0.004264113601975864,0.0030310746945783596,0.15162433799892036,279,10,0.2829248069821758,207.02583275804668,16.499999999999737,51.586651502451005,True,0.5,10
0.9575329492207824,0.7673026969176338,-0.002498753820289185,38.1208128113642,58.933813085882015,3327.719250583006,16.079325241896385,0.004310266001782917,0.003280474511581642,0.16487924394790118,207,29,0.3578953902866708,889.0141281958886,16.99999999999946,52.2703419306918,True,1.0,1
0.9709721326875156,0.7775377960086352,0.020385848217698867,37.52043706033258,65.38206609222611,3990.2731905486617,16.311383432086227,0.004359587907474952,0.003321010017628778,0.1685406538376917,245,10,0.37531108262466,1331.463286569783,16.499999999999737,51.54577338700639,True,1.0,2
0.9435293702296597,0.7557349017120419,-0.00018361097676078557,37.147685925053736,61.06429315405738,3627.2083143162163,16.46066630296623,0.004287061466418294,0.003315712611530274,0.1685558365898879,218,23,0.3773964790729366,1444.4156599791802,16.99999999999946,51.58289714143649,True,1.0,3
0.9446977920592589,0.7563942785540095,0.016158252290684887,37.54226168923352,60.66660354133131,3871.237907809317,16.552482819348597,0.004372754578448778,0.003461830502633438,0.17466302530981168,232,17,0.38728861771323236,1225.5226919283552,16.99999999999946,51.558391436567376,True,1.0,4
0.9588548542093387,0.7648415693725843,-0.018243488448136013,37.88225868395076,61.44304516617745,3651.582033325214,16.348883494393927,0.004356778088994773,0.0032961852934856053,0.16693660686275144,222,21,0.37352985692991875,1131.6421431255155,16.99999999999946,52.23507895884516,True,1.0,5
0.9571461898391261,0.7618586572932972,-0.004373167932222965,37.41644888277754,57.343054634977754,3545.963146361767,16.409929202114316,0.004378350762617659,0.003377282886267135,0.17348156086193747,220,17,0.3713086714564315,1091.2668089101358,16.50000000000018,51.67143170010036,True,1.0,6
0.9570676090713502,0.7673863441213682,-0.015110159004628934,37.96145381440139,59.72919231133416,3367.773348951776,16.48450801545043,0.0043877237076605366,0.0032378464899965116,0.1626987278584418,215,21,0.34378568333906223,948.0198344273488,16.99999999999946,52.25621189774987,True,1.0,7
0.9605354150265185,0.7658772677277064,0.002459065637001684,39.174574776964874,61.11163715557238,3628.931986685994,16.294607810537055,0.004316642680357436,0.0033610646115733948,0.17190453334934186,227,18,0.4010680969919814,1078.3186511700565,16.99999999999946,51.572637693072295,True,1.0,8
0.9552223298291826,0.7612984949710339,-0.016225384139696902,37.27668897169994,63.554587633746806,3905.413613324784,16.37115591119572,0.004292825097942304,0.0031215850474456477,0.15774098075970294,244,14,0.3839637158226978,976.800316929699,16.499999999999737,51.65259165617808,True,1.0,9
0.9517434492597432,0.7616066148965875,-0.0023211731095434426,37.28451216565622,65.61878609980116,4138.010288004862,16.51710202306135,0.0043624050343399,0.0029352016099292856,0.14916359558101602,248,14,0.37545079362627365,959.4938957902867,16.99999999999946,52.24875822333086,True,1.0,10
