Force RMSE (N),Force MAE (N),Force bias (N),Filtered Fc std (N),ATR (%),Integral u2,Position-state RMSE (um),Velocity-state RMSE (m/s),Modal displacement RMSE,Modal velocity RMSE,State events,Check triggers,Max state norm,Max V,Minimum inter-event time (ms),Maximum OFF interval (ms),Finite trajectory,Noise case,Sampling (Hz),Seed
0.038312866222962504,0.022304213836044896,8.38370448152188e-06,37.14918361267668,70.45734305463498,2544.1110074703643,0.46289093713168156,0.00012767551347165826,0.0027831839627526344,0.1437660495027844,276,11,0.22117858357108727,13.886585237724901,16.499999999999737,51.55819314808241,True,Noise-free,1000,1
0.038313156325319675,0.0223042715220113,8.625309167882894e-06,37.14917753715068,70.45734305463498,2544.1224995874263,0.46289323190531073,0.00012767624303503962,0.0027831841693358797,0.14376607828875276,276,11,0.2211786127453915,13.886663397564206,16.499999999999737,51.55819314808241,True,Noise-free,1000,2
0.03831296668579755,0.022304228845900553,8.40993881885463e-06,37.149183240490366,70.45734305463498,2544.115955637297,0.4628971156264616,0.00012767528740646232,0.0027831843559803873,0.14376608690263873,276,11,0.22117866689114465,13.886616952733783,16.499999999999737,51.55819314808241,True,Noise-free,1000,3
0.03831282404023683,0.02230410638336643,8.485053473519115e-06,37.149174712321695,70.45734305463498,2544.118998320729,0.4628937018561569,0.00012767614178131885,0.002783183888270969,0.14376605526938013,276,11,0.22117854959409577,13.886655891014886,16.499999999999737,51.55819314808241,True,Noise-free,1000,4
0.03831310318990144,0.02230431245037684,8.277586732616574e-06,37.14918152583016,70.45734305463498,2544.1189927772407,0.46290068512291893,0.00012767616104850048,0.002783184708214368,0.14376609527537162,276,11,0.2211786164505809,13.886645435386301,16.499999999999737,51.55819314808241,True,Noise-free,1000,5
0.03831291541550239,0.022304263394062246,8.441300336780003e-06,37.14917558484718,70.45734305463498,2544.1197297284925,0.46290028529675287,0.00012767689966082329,0.0027831863305876545,0.14376617889776008,276,11,0.22117859462913,13.886660042279969,16.499999999999737,51.55819314808241,True,Noise-free,1000,6
0.0383130766027617,0.022304084076610515,8.228133543460524e-06,37.14918243610281,70.45734305463498,2544.116429742821,0.4628999543653273,0.00012767530965210037,0.002783185413593708,0.1437661304889742,276,11,0.22117876371896283,13.88673085760329,16.499999999999737,51.55819314808241,True,Noise-free,1000,7
0.038313002759736564,0.022304197625937657,8.719756465898142e-06,37.1491841316927,70.45734305463498,2544.114300373015,0.4628967116783406,0.00012767538465018358,0.0027831856564044257,0.1437661561871173,276,11,0.22117865936086242,13.886591396625676,16.499999999999737,51.55819314808241,True,Noise-free,1000,8
0.038312972845884426,0.02230424558831822,8.33480034571158e-06,37.14917901945739,70.45734305463498,2544.119250806849,0.4628927166223605,0.00012767536294227424,0.0027831828175046524,0.14376600884583482,276,11,0.2211787899828537,13.8866419390658,16.499999999999737,51.55819314808241,True,Noise-free,1000,9
0.038312957012059265,0.02230416735332063,8.413501115915064e-06,37.14918322785692,70.45734305463498,2544.1148748092537,0.4628885565323456,0.00012767628609906573,0.0027831851146566055,0.14376613115661876,276,11,0.22117877535644725,13.886687753522217,16.499999999999737,51.55819314808241,True,Noise-free,1000,10
0.03831287794649502,0.022304313984627407,8.25202045691681e-06,37.14917671152462,70.45734305463498,2544.120460082254,0.4628892241801331,0.00012767622499315314,0.002783183030601941,0.14376601894013494,276,11,0.22117858814849606,13.88654098087021,16.499999999999737,51.55819314808241,True,Noise-free,1000,11
0.03831283519725243,0.02230409985657699,8.280930048876235e-06,37.14918248881514,70.45734305463498,2544.1152188664346,0.4629045198322116,0.0001276758974204564,0.0027831832188095853,0.1437660344249844,276,11,0.22117852014962255,13.886654155907632,16.499999999999737,51.55819314808241,True,Noise-free,1000,12
0.03831329208846543,0.02230439863436503,8.491623019713475e-06,37.149184255849114,70.45734305463498,2544.113066999854,0.46288410780535294,0.00012767690256824967,0.002783186822698813,0.1437661917657455,276,11,0.22117878666986454,13.886595337667742,16.499999999999737,51.55819314808241,True,Noise-free,1000,13
0.03831297435063559,0.022304205578357172,8.686834352667291e-06,37.14917899008169,70.45734305463498,2544.1181160493743,0.46289820741546966,0.00012767560669386797,0.0027831843730811174,0.1437660849965609,276,11,0.22117849606871554,13.886655113521913,16.499999999999737,51.55819314808241,True,Noise-free,1000,14
0.03831293224034922,0.02230422810098071,8.217945604169099e-06,37.14917896741767,70.45734305463498,2544.1183150768065,0.46289521862356936,0.00012767615556716027,0.002783185503142041,0.14376612551790827,276,11,0.22117851536200112,13.886533598866047,16.499999999999737,51.55819314808241,True,Noise-free,1000,15
0.03831277060476893,0.022304075176300387,8.30483223085076e-06,37.14917745792115,70.45734305463498,2544.1194090384693,0.462913034551765,0.00012767512487268335,0.002783185528425053,0.14376613903546695,276,11,0.2211788131971038,13.886681849236506,16.499999999999737,51.55819314808241,True,Noise-free,1000,16
